person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,log_person_income,log_loan_amnt,income_to_loan_ratio,employment_to_age_ratio,credit_history_to_age_ratio,default_on_file_binary,loan_grade_numeric,income_group,loan_amount_group,loan_percent_income_group,age_group
22,21040,RENT,4.0,EDUCATION,B,8450,11.71,1,0.4,N,4,9.954228194239311,9.042040056544483,2.489940828402367,0.18181818181818182,0.18181818181818182,0,1,Low,Medium,Very High Burden,Young
23,38500,RENT,1.0,EDUCATION,B,8450,10.62,0,0.22,N,4,10.55843949396453,9.042040056544483,4.556213017751479,0.043478260869565216,0.17391304347826086,0,1,Lower-Middle,Medium,High Burden,Young
24,45000,MORTGAGE,8.0,EDUCATION,A,5000,5.79,0,0.11,N,2,10.714439990727769,8.517393171418904,9.0,0.3333333333333333,0.08333333333333333,0,0,Lower-Middle,Small,Moderate Burden,Young
22,100000,RENT,2.0,EDUCATION,C,8450,12.99,0,0.08,Y,2,11.51293546492023,9.042040056544483,11.834319526627219,0.09090909090909091,0.09090909090909091,1,2,Upper-Middle,Medium,Low Burden,Young
24,45000,MORTGAGE,3.0,VENTURE,C,15000,13.06,0,0.33,N,3,10.714439990727769,9.61587214452889,3.0,0.125,0.125,0,2,Lower-Middle,Large,High Burden,Young
24,45000,MORTGAGE,8.0,MEDICAL,A,5000,5.79,0,0.11,N,3,10.714439990727769,8.517393171418904,9.0,0.3333333333333333,0.125,0,0,Lower-Middle,Small,Moderate Burden,Young
22,25000,RENT,2.0,EDUCATION,A,8400,6.62,1,0.34,N,2,10.12667110305036,9.036106025364846,2.9761904761904763,0.09090909090909091,0.09090909090909091,0,0,Low,Medium,High Burden,Young
22,45000,MORTGAGE,0.0,MEDICAL,A,9125,5.79,0,0.2,N,3,10.714439990727769,9.118882761487347,4.931506849315069,0.0,0.13636363636363635,0,0,Lower-Middle,Medium,Moderate Burden,Young
23,30000,RENT,0.0,MEDICAL,C,8400,14.65,0,0.28,N,3,10.308985993422082,9.036106025364846,3.5714285714285716,0.0,0.13043478260869565,0,2,Lower-Middle,Medium,High Burden,Young
26,52000,RENT,5.0,PERSONAL,B,5000,10.59,0,0.1,N,3,10.859018228147887,8.517393171418904,10.4,0.19230769230769232,0.11538461538461539,0,1,Middle,Small,Low Burden,Adult
23,52000,RENT,1.0,PERSONAL,A,5000,7.49,0,0.1,N,3,10.859018228147887,8.517393171418904,10.4,0.043478260869565216,0.13043478260869565,0,0,Middle,Small,Low Burden,Young
22,52000,RENT,1.0,VENTURE,A,5000,6.99,0,0.1,N,4,10.859018228147887,8.517393171418904,10.4,0.045454545454545456,0.18181818181818182,0,0,Middle,Small,Low Burden,Young
23,45000,MORTGAGE,2.0,EDUCATION,B,10000,11.11,0,0.22,N,3,10.714439990727769,9.210440366976517,4.5,0.08695652173913043,0.13043478260869565,0,1,Lower-Middle,Medium,High Burden,Young
24,52728,RENT,4.0,PERSONAL,A,5000,7.74,0,0.09,N,4,10.87292086780837,8.517393171418904,10.5456,0.16666666666666666,0.16666666666666666,0,0,Middle,Small,Low Burden,Young
22,53000,RENT,6.0,EDUCATION,B,5000,9.91,0,0.09,N,2,10.87806606028079,8.517393171418904,10.6,0.2727272727272727,0.09090909090909091,0,1,Middle,Small,Low Burden,Young
22,53000,RENT,0.0,EDUCATION,A,5000,7.9,0,0.09,N,4,10.87806606028079,8.517393171418904,10.6,0.0,0.18181818181818182,0,0,Middle,Small,Low Burden,Young
24,45000,OWN,8.0,HOMEIMPROVEMENT,A,10000,10.99,0,0.22,N,3,10.714439990727769,9.210440366976517,4.5,0.3333333333333333,0.125,0,0,Lower-Middle,Medium,High Burden,Young
25,45000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,3000,9.99,0,0.07,N,4,10.714439990727769,8.006700845440367,15.0,0.36,0.16,0,1,Lower-Middle,Small,Low Burden,Young
25,45000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4325,6.91,0,0.1,N,3,10.714439990727769,8.372398606513004,10.404624277456648,0.0,0.12,0,0,Lower-Middle,Small,Low Burden,Young
23,45000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,1450,10.99,0,0.03,N,2,10.714439990727769,7.280008252884188,31.03448275862069,0.0,0.08695652173913043,0,0,Lower-Middle,Small,Low Burden,Young
25,45000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,4000,9.25,0,0.09,N,3,10.714439990727769,8.294299608857235,11.25,0.36,0.12,0,1,Lower-Middle,Small,Low Burden,Young
25,53000,RENT,3.0,HOMEIMPROVEMENT,C,5000,12.53,0,0.09,Y,3,10.87806606028079,8.517393171418904,10.6,0.12,0.12,1,2,Middle,Small,Low Burden,Young
26,53500,RENT,1.0,PERSONAL,B,5000,12.18,0,0.09,N,3,10.887455624298198,8.517393171418904,10.7,0.038461538461538464,0.11538461538461539,0,1,Middle,Small,Low Burden,Adult
23,53760,RENT,0.0,EDUCATION,C,5000,13.43,0,0.09,N,4,10.892303576214507,8.517393171418904,10.752,0.0,0.17391304347826086,0,2,Middle,Small,Low Burden,Young
26,54000,RENT,10.0,EDUCATION,B,5000,10.0,0,0.09,N,2,10.896757843893464,8.517393171418904,10.8,0.38461538461538464,0.07692307692307693,0,1,Middle,Small,Low Burden,Adult
25,54000,RENT,5.0,PERSONAL,B,5000,12.21,0,0.09,N,4,10.896757843893464,8.517393171418904,10.8,0.2,0.16,0,1,Middle,Small,Low Burden,Young
22,45000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5000,12.61,0,0.11,Y,2,10.714439990727769,8.517393171418904,9.0,0.22727272727272727,0.09090909090909091,1,2,Lower-Middle,Small,Moderate Burden,Young
24,45000,MORTGAGE,5.0,PERSONAL,A,10000,5.79,0,0.22,N,4,10.714439990727769,9.210440366976517,4.5,0.20833333333333334,0.16666666666666666,0,0,Lower-Middle,Medium,High Burden,Young
23,54860,RENT,0.0,PERSONAL,C,5000,14.17,0,0.09,N,4,10.912557992542743,8.517393171418904,10.972,0.0,0.17391304347826086,0,2,Middle,Small,Low Burden,Young
26,54996,RENT,3.0,HOMEIMPROVEMENT,B,5000,11.86,0,0.09,N,2,10.915033917272405,8.517393171418904,10.9992,0.11538461538461539,0.07692307692307693,0,1,Middle,Small,Low Burden,Adult
26,45000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,10000,6.91,0,0.22,N,4,10.714439990727769,9.210440366976517,4.5,0.38461538461538464,0.15384615384615385,0,0,Lower-Middle,Medium,High Burden,Adult
22,54996,RENT,0.0,EDUCATION,C,5000,12.54,0,0.09,Y,3,10.915033917272405,8.517393171418904,10.9992,0.0,0.13636363636363635,1,2,Middle,Small,Low Burden,Young
24,54996,RENT,0.0,HOMEIMPROVEMENT,B,5000,10.39,0,0.09,N,2,10.915033917272405,8.517393171418904,10.9992,0.0,0.08333333333333333,0,1,Middle,Small,Low Burden,Young
22,49000,RENT,1.0,EDUCATION,D,5000,15.62,1,0.1,Y,4,10.799595985047786,8.517393171418904,9.8,0.045454545454545456,0.18181818181818182,1,3,Lower-Middle,Small,Low Burden,Young
25,45000,OWN,9.0,MEDICAL,A,3000,6.17,0,0.07,N,4,10.714439990727769,8.006700845440367,15.0,0.36,0.16,0,0,Lower-Middle,Small,Low Burden,Young
22,55000,RENT,6.0,EDUCATION,A,5000,6.91,0,0.09,N,2,10.915106645867503,8.517393171418904,11.0,0.2727272727272727,0.09090909090909091,0,0,Middle,Small,Low Burden,Young
26,55000,RENT,3.0,VENTURE,C,5000,13.48,0,0.09,Y,4,10.915106645867503,8.517393171418904,11.0,0.11538461538461539,0.15384615384615385,1,2,Middle,Small,Low Burden,Adult
25,55000,RENT,3.0,DEBTCONSOLIDATION,C,5000,10.99,0,0.09,Y,4,10.915106645867503,8.517393171418904,11.0,0.12,0.16,1,2,Middle,Small,Low Burden,Young
22,55000,RENT,3.0,EDUCATION,C,5000,10.99,0,0.09,Y,3,10.915106645867503,8.517393171418904,11.0,0.13636363636363635,0.13636363636363635,1,2,Middle,Small,Low Burden,Young
24,55000,RENT,4.0,VENTURE,A,5000,8.0,0,0.09,N,3,10.915106645867503,8.517393171418904,11.0,0.16666666666666666,0.125,0,0,Middle,Small,Low Burden,Young
21,55272,RENT,5.0,VENTURE,A,5000,5.42,0,0.09,N,3,10.920039822348286,8.517393171418904,11.0544,0.23809523809523808,0.14285714285714285,0,0,Middle,Small,Low Burden,Young
24,56000,RENT,8.0,PERSONAL,C,5000,14.27,0,0.09,N,4,10.933124826700707,8.517393171418904,11.2,0.3333333333333333,0.16666666666666666,0,2,Middle,Small,Low Burden,Young
26,56000,RENT,7.0,PERSONAL,A,5000,7.91,0,0.09,N,2,10.933124826700707,8.517393171418904,11.2,0.2692307692307692,0.07692307692307693,0,0,Middle,Small,Low Burden,Adult
22,45000,OWN,6.0,EDUCATION,A,4750,6.39,0,0.11,N,2,10.714439990727769,8.46611040118692,9.473684210526315,0.2727272727272727,0.09090909090909091,0,0,Lower-Middle,Small,Moderate Burden,Young
24,50000,RENT,1.0,HOMEIMPROVEMENT,D,5000,15.62,1,0.1,N,4,10.819798284210286,8.517393171418904,10.0,0.041666666666666664,0.16666666666666666,0,3,Lower-Middle,Small,Low Burden,Young
22,45000,OWN,7.0,EDUCATION,A,6000,6.76,0,0.13,N,2,10.714439990727769,8.699681400989514,7.5,0.3181818181818182,0.09090909090909091,0,0,Lower-Middle,Medium,Moderate Burden,Young
25,56000,RENT,2.0,DEBTCONSOLIDATION,B,5000,10.99,0,0.09,N,4,10.933124826700707,8.517393171418904,11.2,0.08,0.16,0,1,Middle,Small,Low Burden,Young
22,45000,MORTGAGE,6.0,EDUCATION,A,10000,7.88,0,0.22,N,4,10.714439990727769,9.210440366976517,4.5,0.2727272727272727,0.18181818181818182,0,0,Lower-Middle,Medium,High Burden,Young
23,56016,RENT,4.0,EDUCATION,E,5000,15.13,0,0.09,N,3,10.933410495077375,8.517393171418904,11.2032,0.17391304347826086,0.13043478260869565,0,4,Middle,Small,Low Burden,Young
21,45000,MORTGAGE,5.0,PERSONAL,A,4000,7.14,0,0.09,N,3,10.714439990727769,8.294299608857235,11.25,0.23809523809523808,0.14285714285714285,0,0,Lower-Middle,Small,Low Burden,Young
26,51000,RENT,10.0,MEDICAL,B,5000,12.42,1,0.1,N,4,10.839600519357369,8.517393171418904,10.2,0.38461538461538464,0.15384615384615385,0,1,Middle,Small,Low Burden,Adult
24,51000,RENT,2.0,DEBTCONSOLIDATION,D,5000,14.74,1,0.1,Y,2,10.839600519357369,8.517393171418904,10.2,0.08333333333333333,0.08333333333333333,1,3,Middle,Small,Low Burden,Young
26,51600,RENT,1.0,HOMEIMPROVEMENT,A,5000,8.94,1,0.1,N,2,10.851296331126829,8.517393171418904,10.32,0.038461538461538464,0.07692307692307693,0,0,Middle,Small,Low Burden,Adult
24,57692,RENT,2.0,HOMEIMPROVEMENT,C,5000,13.23,0,0.09,Y,3,10.962891127978956,8.517393171418904,11.5384,0.08333333333333333,0.125,1,2,Middle,Small,Low Burden,Young
24,57996,RENT,1.0,HOMEIMPROVEMENT,A,5000,8.0,0,0.09,N,3,10.968146564052885,8.517393171418904,11.5992,0.041666666666666664,0.125,0,0,Middle,Small,Low Burden,Young
24,57996,RENT,4.0,HOMEIMPROVEMENT,D,5000,13.24,0,0.09,N,4,10.968146564052885,8.517393171418904,11.5992,0.16666666666666666,0.16666666666666666,0,3,Middle,Small,Low Burden,Young
24,58000,RENT,5.0,MEDICAL,A,5000,7.49,0,0.09,N,2,10.968215530759236,8.517393171418904,11.6,0.20833333333333334,0.08333333333333333,0,0,Middle,Small,Low Burden,Young
22,58000,RENT,4.0,PERSONAL,C,5000,13.85,0,0.09,N,2,10.968215530759236,8.517393171418904,11.6,0.18181818181818182,0.09090909090909091,0,2,Middle,Small,Low Burden,Young
23,45000,MORTGAGE,1.0,MEDICAL,B,7200,11.86,0,0.16,N,2,10.714439990727769,8.881975184248867,6.25,0.043478260869565216,0.08695652173913043,0,1,Lower-Middle,Medium,Moderate Burden,Young
21,45000,MORTGAGE,3.0,MEDICAL,A,4500,7.14,0,0.1,N,2,10.714439990727769,8.412054873292933,10.0,0.14285714285714285,0.09523809523809523,0,0,Lower-Middle,Small,Low Burden,Young
25,45000,MORTGAGE,4.0,MEDICAL,A,5000,7.88,0,0.11,N,3,10.714439990727769,8.517393171418904,9.0,0.16,0.12,0,0,Lower-Middle,Small,Moderate Burden,Young
23,58000,RENT,4.0,PERSONAL,C,5000,13.16,0,0.09,N,3,10.968215530759236,8.517393171418904,11.6,0.17391304347826086,0.13043478260869565,0,2,Middle,Small,Low Burden,Young
24,45000,MORTGAGE,5.0,EDUCATION,A,5000,10.99,0,0.11,N,4,10.714439990727769,8.517393171418904,9.0,0.20833333333333334,0.16666666666666666,0,0,Lower-Middle,Small,Moderate Burden,Young
24,45000,MORTGAGE,0.0,VENTURE,A,6000,7.88,0,0.13,N,3,10.714439990727769,8.699681400989514,7.5,0.0,0.125,0,0,Lower-Middle,Medium,Moderate Burden,Young
21,45000,MORTGAGE,4.0,EDUCATION,A,5000,7.14,0,0.11,N,4,10.714439990727769,8.517393171418904,9.0,0.19047619047619047,0.19047619047619047,0,0,Lower-Middle,Small,Moderate Burden,Young
25,58296,RENT,9.0,DEBTCONSOLIDATION,A,5000,6.17,0,0.09,N,4,10.97330591303859,8.517393171418904,11.6592,0.36,0.16,0,0,Middle,Small,Low Burden,Young
22,58380,RENT,2.0,VENTURE,C,5000,12.29,0,0.09,N,3,10.974745773415224,8.517393171418904,11.676,0.09090909090909091,0.13636363636363635,0,2,Middle,Small,Low Burden,Young
26,45000,MORTGAGE,3.0,EDUCATION,C,4000,14.35,0,0.09,Y,2,10.714439990727769,8.294299608857235,11.25,0.11538461538461539,0.07692307692307693,1,2,Lower-Middle,Small,Low Burden,Adult
24,58800,RENT,5.0,HOMEIMPROVEMENT,A,5000,7.29,0,0.09,N,3,10.981914140544825,8.517393171418904,11.76,0.20833333333333334,0.125,0,0,Middle,Small,Low Burden,Young
25,58800,RENT,4.0,EDUCATION,D,5000,14.84,0,0.09,N,2,10.981914140544825,8.517393171418904,11.76,0.16,0.08,0,3,Middle,Small,Low Burden,Young
22,52880,RENT,6.0,MEDICAL,D,5000,14.59,1,0.09,N,4,10.875799385088063,8.517393171418904,10.576,0.2727272727272727,0.18181818181818182,0,3,Middle,Small,Low Burden,Young
21,45000,MORTGAGE,5.0,EDUCATION,A,18000,7.88,0,0.4,N,4,10.714439990727769,9.798182590890704,2.5,0.23809523809523808,0.19047619047619047,0,0,Lower-Middle,Large,Very High Burden,Young
26,58979,RENT,2.0,DEBTCONSOLIDATION,A,5000,9.32,0,0.08,N,3,10.984953682369268,8.517393171418904,11.7958,0.07692307692307693,0.11538461538461539,0,0,Middle,Small,Low Burden,Adult
26,53000,RENT,4.0,DEBTCONSOLIDATION,D,5000,15.95,1,0.09,Y,2,10.87806606028079,8.517393171418904,10.6,0.15384615384615385,0.07692307692307693,1,3,Middle,Small,Low Burden,Adult
22,59317,RENT,5.0,VENTURE,B,5000,11.48,0,0.08,N,4,10.990668080241818,8.517393171418904,11.8634,0.22727272727272727,0.18181818181818182,0,1,Middle,Small,Low Burden,Young
21,59800,RENT,5.0,PERSONAL,B,5000,11.36,0,0.08,N,3,10.998777662206932,8.517393171418904,11.96,0.23809523809523808,0.14285714285714285,0,1,Middle,Small,Low Burden,Young
24,45000,MORTGAGE,4.0,MEDICAL,A,1500,10.99,0,0.03,N,2,10.714439990727769,7.313886831633462,30.0,0.16666666666666666,0.08333333333333333,0,0,Lower-Middle,Small,Low Burden,Young
22,45000,MORTGAGE,3.0,EDUCATION,B,15000,11.36,0,0.33,N,2,10.714439990727769,9.61587214452889,3.0,0.13636363636363635,0.09090909090909091,0,1,Lower-Middle,Large,High Burden,Young
23,45000,MORTGAGE,7.0,VENTURE,A,5000,6.76,0,0.11,N,3,10.714439990727769,8.517393171418904,9.0,0.30434782608695654,0.13043478260869565,0,0,Lower-Middle,Small,Moderate Burden,Young
26,45000,MORTGAGE,10.0,PERSONAL,A,1500,6.76,0,0.03,N,4,10.714439990727769,7.313886831633462,30.0,0.38461538461538464,0.15384615384615385,0,0,Lower-Middle,Small,Low Burden,Adult
23,60000,RENT,7.0,EDUCATION,C,5000,13.49,0,0.08,N,2,11.002116507732017,8.517393171418904,12.0,0.30434782608695654,0.08695652173913043,0,2,Middle,Small,Low Burden,Young
22,54000,RENT,6.0,DEBTCONSOLIDATION,D,5000,17.27,1,0.09,Y,2,10.896757843893464,8.517393171418904,10.8,0.2727272727272727,0.09090909090909091,1,3,Middle,Small,Low Burden,Young
21,45000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,7.51,0,0.18,N,4,10.714439990727769,8.987321812850125,5.625,0.23809523809523808,0.19047619047619047,0,0,Lower-Middle,Medium,Moderate Burden,Young
23,60000,RENT,5.0,VENTURE,D,5000,16.49,0,0.08,Y,2,11.002116507732017,8.517393171418904,12.0,0.21739130434782608,0.08695652173913043,1,3,Middle,Small,Low Burden,Young
24,60000,RENT,2.0,MEDICAL,C,5000,13.99,0,0.08,Y,2,11.002116507732017,8.517393171418904,12.0,0.08333333333333333,0.08333333333333333,1,2,Middle,Small,Low Burden,Young
24,45000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,4200,7.14,0,0.09,N,2,10.714439990727769,8.343077871169383,10.714285714285714,0.3333333333333333,0.08333333333333333,0,0,Lower-Middle,Small,Low Burden,Young
23,60000,RENT,6.0,DEBTCONSOLIDATION,A,5000,6.99,0,0.08,N,3,11.002116507732017,8.517393171418904,12.0,0.2608695652173913,0.13043478260869565,0,0,Middle,Small,Low Burden,Young
21,60000,RENT,2.0,MEDICAL,A,5000,8.49,0,0.08,N,4,11.002116507732017,8.517393171418904,12.0,0.09523809523809523,0.19047619047619047,0,0,Middle,Small,Low Burden,Young
26,60000,RENT,10.0,VENTURE,B,5000,10.99,0,0.08,N,2,11.002116507732017,8.517393171418904,12.0,0.38461538461538464,0.07692307692307693,0,1,Middle,Small,Low Burden,Adult
23,60000,RENT,2.0,DEBTCONSOLIDATION,A,5000,10.99,0,0.08,N,3,11.002116507732017,8.517393171418904,12.0,0.08695652173913043,0.13043478260869565,0,0,Middle,Small,Low Burden,Young
21,45000,MORTGAGE,5.0,PERSONAL,A,10000,7.51,0,0.22,N,2,10.714439990727769,9.210440366976517,4.5,0.23809523809523808,0.09523809523809523,0,0,Lower-Middle,Medium,High Burden,Young
23,60000,RENT,2.0,VENTURE,A,5000,6.91,0,0.08,N,4,11.002116507732017,8.517393171418904,12.0,0.08695652173913043,0.17391304347826086,0,0,Middle,Small,Low Burden,Young
25,60000,RENT,8.0,HOMEIMPROVEMENT,D,5000,15.57,0,0.08,N,4,11.002116507732017,8.517393171418904,12.0,0.32,0.16,0,3,Middle,Small,Low Burden,Young
22,45000,MORTGAGE,1.0,EDUCATION,B,3300,10.99,0,0.07,N,3,10.714439990727769,8.101980731853192,13.636363636363637,0.045454545454545456,0.13636363636363635,0,1,Lower-Middle,Small,Low Burden,Young
22,54000,RENT,1.0,DEBTCONSOLIDATION,A,5000,6.54,1,0.09,N,3,10.896757843893464,8.517393171418904,10.8,0.045454545454545456,0.13636363636363635,0,0,Middle,Small,Low Burden,Young
26,60000,RENT,0.0,PERSONAL,A,5000,7.14,0,0.08,N,2,11.002116507732017,8.517393171418904,12.0,0.0,0.07692307692307693,0,0,Middle,Small,Low Burden,Adult
23,60000,RENT,4.0,PERSONAL,C,5000,13.98,0,0.08,Y,2,11.002116507732017,8.517393171418904,12.0,0.17391304347826086,0.08695652173913043,1,2,Middle,Small,Low Burden,Young
24,39000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,16000,14.22,1,0.41,N,4,10.571342565808699,9.680406499268875,2.4375,0.08333333333333333,0.16666666666666666,0,2,Lower-Middle,Large,Very High Burden,Young
23,45000,MORTGAGE,4.0,EDUCATION,C,14500,13.48,0,0.32,Y,2,10.714439990727769,9.581972891547895,3.103448275862069,0.17391304347826086,0.08695652173913043,1,2,Lower-Middle,Large,High Burden,Young
22,60000,RENT,3.0,PERSONAL,C,5000,14.22,0,0.08,N,4,11.002116507732017,8.517393171418904,12.0,0.13636363636363635,0.18181818181818182,0,2,Middle,Small,Low Burden,Young
25,45000,OWN,5.0,VENTURE,B,10400,10.25,0,0.23,N,3,10.714439990727769,9.249657234353133,4.326923076923077,0.2,0.12,0,1,Lower-Middle,Large,High Burden,Young
22,54000,RENT,4.0,EDUCATION,E,5000,16.35,1,0.09,Y,3,10.896757843893464,8.517393171418904,10.8,0.18181818181818182,0.13636363636363635,1,4,Middle,Small,Low Burden,Young
23,54000,RENT,7.0,EDUCATION,C,5000,12.84,1,0.09,Y,2,10.896757843893464,8.517393171418904,10.8,0.30434782608695654,0.08695652173913043,1,2,Middle,Small,Low Burden,Young
22,45000,MORTGAGE,4.0,PERSONAL,C,5000,13.48,0,0.11,Y,4,10.714439990727769,8.517393171418904,9.0,0.18181818181818182,0.18181818181818182,1,2,Lower-Middle,Small,Moderate Burden,Young
24,60996,RENT,8.0,HOMEIMPROVEMENT,A,5000,10.99,0,0.08,N,2,11.018579961618187,8.517393171418904,12.1992,0.3333333333333333,0.08333333333333333,0,0,Middle,Small,Low Burden,Young
22,61000,RENT,3.0,MEDICAL,B,5000,9.99,0,0.08,N,2,11.0186455364637,8.517393171418904,12.2,0.13636363636363635,0.09090909090909091,0,1,Middle,Small,Low Burden,Young
24,45000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,13000,10.62,0,0.29,N,2,10.714439990727769,9.472781556562168,3.4615384615384617,0.08333333333333333,0.08333333333333333,0,1,Lower-Middle,Large,High Burden,Young
24,45000,MORTGAGE,3.0,EDUCATION,B,1275,11.36,0,0.03,N,4,10.714439990727769,7.151485463904735,35.294117647058826,0.125,0.16666666666666666,0,1,Lower-Middle,Small,Low Burden,Young
22,61000,RENT,2.0,VENTURE,A,5000,7.66,0,0.08,N,3,11.0186455364637,8.517393171418904,12.2,0.09090909090909091,0.13636363636363635,0,0,Middle,Small,Low Burden,Young
25,62000,RENT,0.0,EDUCATION,A,5000,7.49,0,0.08,N,3,11.034905792929415,8.517393171418904,12.4,0.0,0.12,0,0,Middle,Small,Low Burden,Young
25,62000,RENT,9.0,DEBTCONSOLIDATION,A,5000,10.99,0,0.08,N,2,11.034905792929415,8.517393171418904,12.4,0.36,0.08,0,0,Middle,Small,Low Burden,Young
22,62400,RENT,2.0,VENTURE,B,5000,12.69,0,0.08,N,3,11.041336579870135,8.517393171418904,12.48,0.09090909090909091,0.13636363636363635,0,1,Middle,Small,Low Burden,Young
25,62400,RENT,5.0,VENTURE,A,5000,7.51,0,0.08,N,2,11.041336579870135,8.517393171418904,12.48,0.2,0.08,0,0,Middle,Small,Low Burden,Young
25,63000,RENT,9.0,HOMEIMPROVEMENT,B,5000,10.74,0,0.08,N,3,11.050905878263567,8.517393171418904,12.6,0.36,0.12,0,1,Middle,Small,Low Burden,Young
23,63000,RENT,7.0,EDUCATION,C,5000,13.23,0,0.08,Y,4,11.050905878263567,8.517393171418904,12.6,0.30434782608695654,0.17391304347826086,1,2,Middle,Small,Low Burden,Young
22,63000,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.74,0,0.08,N,3,11.050905878263567,8.517393171418904,12.6,0.09090909090909091,0.13636363636363635,0,0,Middle,Small,Low Burden,Young
23,45000,MORTGAGE,5.0,EDUCATION,B,14500,11.48,0,0.32,N,2,10.714439990727769,9.581972891547895,3.103448275862069,0.21739130434782608,0.08695652173913043,0,1,Lower-Middle,Large,High Burden,Young
24,63000,RENT,2.0,EDUCATION,A,5000,9.32,0,0.08,N,4,11.050905878263567,8.517393171418904,12.6,0.08333333333333333,0.16666666666666666,0,0,Middle,Small,Low Burden,Young
23,63800,RENT,7.0,EDUCATION,B,5000,9.99,0,0.08,N,4,11.063524143191238,8.517393171418904,12.76,0.30434782608695654,0.17391304347826086,0,1,Middle,Small,Low Burden,Young
25,64000,RENT,9.0,EDUCATION,D,5000,15.33,0,0.08,Y,4,11.06665398721974,8.517393171418904,12.8,0.36,0.16,1,3,Middle,Small,Low Burden,Young
25,45000,MORTGAGE,3.0,EDUCATION,B,6000,11.83,0,0.13,N,2,10.714439990727769,8.699681400989514,7.5,0.12,0.08,0,1,Lower-Middle,Medium,Moderate Burden,Young
24,64151,RENT,0.0,VENTURE,B,5000,11.86,0,0.08,N,2,11.069010546486865,8.517393171418904,12.8302,0.0,0.08333333333333333,0,1,Middle,Small,Low Burden,Young
21,64424,RENT,3.0,PERSONAL,A,5000,6.03,0,0.08,N,4,11.073257035520566,8.517393171418904,12.8848,0.14285714285714285,0.19047619047619047,0,0,Middle,Small,Low Burden,Young
26,45000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4000,13.92,0,0.09,N,2,10.714439990727769,8.294299608857235,11.25,0.0,0.07692307692307693,0,2,Lower-Middle,Small,Low Burden,Adult
24,64600,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.9,0,0.08,N,4,11.075985169527042,8.517393171418904,12.92,0.08333333333333333,0.16666666666666666,0,0,Middle,Small,Low Burden,Young
25,45000,OWN,1.0,PERSONAL,C,10000,12.87,0,0.22,Y,2,10.714439990727769,9.210440366976517,4.5,0.04,0.08,1,2,Lower-Middle,Medium,High Burden,Young
23,45000,MORTGAGE,2.0,PERSONAL,A,3000,7.05,0,0.07,N,3,10.714439990727769,8.006700845440367,15.0,0.08695652173913043,0.13043478260869565,0,0,Lower-Middle,Small,Low Burden,Young
26,65000,RENT,0.0,PERSONAL,A,5000,5.99,0,0.08,N,3,11.082157933374816,8.517393171418904,13.0,0.0,0.11538461538461539,0,0,Middle,Small,Low Burden,Adult
22,65000,RENT,3.0,EDUCATION,B,5000,11.49,0,0.08,N,3,11.082157933374816,8.517393171418904,13.0,0.13636363636363635,0.13636363636363635,0,1,Middle,Small,Low Burden,Young
25,59000,RENT,0.0,MEDICAL,D,5000,15.62,1,0.08,Y,3,10.985309671896763,8.517393171418904,11.8,0.0,0.12,1,3,Middle,Small,Low Burden,Young
22,45000,MORTGAGE,3.0,EDUCATION,B,4000,11.83,0,0.09,N,3,10.714439990727769,8.294299608857235,11.25,0.13636363636363635,0.13636363636363635,0,1,Lower-Middle,Small,Low Burden,Young
25,45000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4000,8.59,0,0.09,N,3,10.714439990727769,8.294299608857235,11.25,0.12,0.12,0,0,Lower-Middle,Small,Low Burden,Young
22,45000,MORTGAGE,6.0,VENTURE,A,7000,8.94,0,0.16,N,3,10.714439990727769,8.853808274977197,6.428571428571429,0.2727272727272727,0.13636363636363635,0,0,Lower-Middle,Medium,Moderate Burden,Young
23,39000,MORTGAGE,7.0,VENTURE,C,16000,14.26,1,0.41,N,3,10.571342565808699,9.680406499268875,2.4375,0.30434782608695654,0.13043478260869565,0,2,Lower-Middle,Large,Very High Burden,Young
25,45000,MORTGAGE,0.0,MEDICAL,A,5950,7.74,0,0.13,N,2,10.714439990727769,8.691314551644853,7.563025210084033,0.0,0.08,0,0,Lower-Middle,Medium,Moderate Burden,Young
23,65000,RENT,2.0,VENTURE,A,5000,5.42,0,0.08,N,2,11.082157933374816,8.517393171418904,13.0,0.08695652173913043,0.08695652173913043,0,0,Middle,Small,Low Burden,Young
22,45000,MORTGAGE,1.0,EDUCATION,B,14550,11.83,0,0.32,N,4,10.714439990727769,9.585414998760278,3.0927835051546393,0.045454545454545456,0.18181818181818182,0,1,Lower-Middle,Large,High Burden,Young
