person_age,person_income,person_home_ownership,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
23,18000,1,4.0,1.0,4500,7.49,1,0.25,0,4,0,0,0,0,1
24,40000,2,5.0,1.0,15000,7.49,0,0.38,0,2,0,1,0,0,0
24,40000,2,5.0,2.0,3000,11.99,0,0.07,0,4,0,0,0,0,0
23,40000,2,6.0,2.0,13200,10.99,0,0.33,0,4,0,0,1,0,0
23,40000,2,2.0,2.0,2000,10.99,0,0.05,0,4,0,0,1,0,0
21,18000,1,2.0,2.0,4500,10.38,1,0.25,0,2,0,0,0,1,0
24,40000,2,2.0,2.0,2500,9.99,0,0.06,0,2,0,1,0,0,0
23,18000,1,0.0,2.0,4500,12.21,1,0.25,0,3,0,0,0,0,0
24,18200,1,8.0,1.0,4500,8.94,1,0.25,0,2,1,0,0,0,0
24,40000,2,6.0,1.0,10000,5.79,0,0.25,0,4,0,0,0,0,0
25,18204,1,0.0,3.0,4500,13.61,1,0.25,0,2,1,0,0,0,0
26,40000,0,0.0,2.0,4300,10.74,0,0.11,0,2,0,0,1,0,0
21,20000,1,5.0,3.0,4500,13.49,0,0.23,0,2,0,0,0,1,0
24,40000,2,9.0,2.0,2125,11.11,0,0.05,0,4,0,0,1,0,0
21,20004,1,4.0,1.0,4500,8.0,0,0.22,0,2,0,0,1,0,0
21,20400,1,2.0,2.0,4500,10.99,0,0.22,0,2,0,0,0,1,0
25,21000,1,0.0,2.0,4500,9.62,0,0.21,0,4,0,0,0,0,0
25,21000,1,2.0,5.0,4500,16.45,1,0.21,1,4,1,0,0,0,0
22,40000,2,7.0,1.0,10850,7.66,0,0.27,0,4,0,0,0,1,0
23,21600,1,1.0,4.0,4500,15.65,1,0.21,0,2,1,0,0,0,0
23,23421,1,3.0,5.0,4500,17.99,1,0.19,1,3,0,0,1,0,0
23,34000,2,0.0,3.0,4000,14.17,1,0.12,0,2,1,0,0,0,0
23,40000,2,6.0,2.0,7200,11.11,0,0.18,0,2,0,0,0,1,0
21,23916,1,2.0,2.0,4500,9.62,0,0.19,0,4,1,0,0,0,0
26,24000,1,10.0,2.0,4500,12.42,0,0.19,0,4,0,0,1,0,0
24,40000,2,6.0,2.0,5000,11.11,0,0.13,0,2,0,0,0,0,0
26,24000,1,5.0,1.0,4500,5.79,0,0.19,0,3,0,0,0,0,1
22,24000,1,0.0,2.0,4500,11.49,0,0.19,0,2,1,0,0,0,0
25,40000,2,1.0,1.0,4000,7.29,0,0.1,0,2,0,1,0,0,0
22,24500,1,3.0,1.0,4500,8.94,0,0.18,0,2,0,0,0,0,0
23,25596,1,2.0,2.0,4500,9.99,0,0.18,0,4,0,0,1,0,0
23,26000,1,3.0,1.0,4500,8.49,1,0.17,0,2,0,0,1,0,0
25,30996,1,9.0,1.0,4500,6.92,0,0.15,0,3,0,0,0,0,1
24,32000,1,4.0,1.0,4500,7.29,0,0.14,0,4,0,0,1,0,0
23,32400,1,4.0,1.0,4500,7.49,0,0.14,0,4,1,0,0,0,0
22,40000,2,1.0,1.0,4800,5.42,0,0.12,0,2,1,0,0,0,0
22,33000,1,2.0,1.0,4500,7.88,0,0.14,0,3,0,0,0,1,0
23,33000,1,1.0,4.0,4500,15.05,1,0.14,0,4,0,0,0,0,0
21,40000,2,3.0,1.0,8000,6.92,0,0.2,0,4,0,0,0,0,0
22,35000,1,2.0,3.0,4500,14.27,0,0.13,1,2,0,0,0,0,1
23,35000,1,5.0,2.0,4500,10.59,0,0.13,0,2,0,0,0,1,0
24,35000,1,1.0,3.0,4500,12.87,0,0.13,1,3,0,0,1,0,0
22,40000,2,5.0,2.0,8000,10.74,0,0.2,0,3,0,0,1,0,0
23,40000,2,7.0,2.0,14000,10.99,0,0.35,0,3,0,0,0,0,1
21,36000,1,0.0,1.0,4500,6.62,0,0.13,0,2,1,0,0,0,0
26,40000,2,5.0,1.0,16000,10.99,0,0.4,0,3,0,0,1,0,0
26,34000,2,4.0,1.0,12250,6.91,1,0.36,0,4,0,0,0,1,0
22,36000,1,5.0,1.0,4500,6.17,0,0.13,0,3,1,0,0,0,0
24,36000,1,5.0,1.0,4500,7.14,0,0.13,0,4,0,0,0,0,1
22,40000,0,5.0,2.0,6000,9.25,0,0.15,0,3,0,0,1,0,0
22,37342,1,3.0,3.0,4500,11.03,0,0.12,1,2,0,0,0,0,1
23,40000,2,2.0,2.0,7000,8.88,0,0.17,0,3,0,0,1,0,0
24,37500,1,0.0,1.0,4500,5.42,0,0.12,0,4,0,0,0,1,0
24,40000,0,0.0,1.0,6900,6.91,0,0.17,0,3,0,0,0,1,0
22,32000,1,5.0,1.0,4500,9.63,1,0.14,0,2,0,0,1,0,0
24,38000,1,8.0,2.0,4500,10.83,0,0.12,0,2,0,0,1,0,0
23,38004,1,2.0,1.0,4500,7.88,0,0.12,0,2,1,0,0,0,0
24,34000,2,1.0,4.0,7000,14.09,1,0.21,0,2,0,0,0,0,0
24,39000,1,2.0,2.0,4500,10.99,0,0.12,0,4,0,0,0,0,1
22,39996,1,2.0,3.0,4500,13.43,0,0.11,0,4,1,0,0,0,0
22,40000,1,6.0,1.0,4500,7.66,0,0.11,0,3,1,0,0,0,0
26,40000,1,0.0,1.0,4500,7.74,0,0.11,0,2,0,0,1,0,0
25,40000,0,3.0,4.0,12000,14.83,0,0.3,0,4,1,0,0,0,0
24,40000,1,8.0,3.0,4500,12.84,0,0.11,0,3,0,0,1,0,0
22,40000,2,6.0,2.0,4000,10.36,0,0.1,0,4,0,0,0,0,1
24,34068,1,2.0,4.0,4500,14.84,1,0.13,0,3,1,0,0,0,0
23,41000,1,6.0,3.0,4500,12.99,0,0.11,0,4,0,0,0,1,0
25,40000,2,6.0,3.0,5000,12.61,0,0.13,1,4,0,0,1,0,0
21,36000,1,1.0,4.0,4500,17.27,1,0.13,0,2,0,0,0,0,1
24,40000,2,4.0,2.0,3500,8.88,0,0.09,0,2,0,0,1,0,0
26,40000,2,10.0,1.0,5300,5.42,0,0.13,0,2,0,1,0,0,0
21,42000,1,4.0,1.0,4500,6.03,0,0.11,0,4,0,0,0,0,0
22,42000,1,2.0,2.0,4500,11.49,0,0.11,0,4,0,0,0,0,0
21,40000,2,3.0,1.0,6000,5.79,0,0.15,0,3,0,0,0,0,0
26,42000,1,3.0,1.0,4500,7.66,0,0.11,0,2,0,0,0,1,0
25,43500,1,0.0,1.0,4500,6.76,0,0.1,0,2,0,0,1,0,0
25,43738,1,0.0,1.0,4500,5.99,0,0.1,0,3,0,0,0,0,0
26,44004,1,2.0,1.0,4500,7.74,0,0.1,0,3,0,0,1,0,0
23,45000,1,0.0,2.0,4500,9.25,0,0.1,0,4,0,0,0,0,1
21,41000,1,2.0,3.0,4500,13.49,1,0.11,0,3,0,0,0,0,0
22,40000,2,6.0,1.0,4800,10.99,0,0.12,0,2,0,0,0,1,0
26,48000,1,10.0,2.0,4500,11.11,0,0.09,0,4,0,0,0,0,0
23,48500,1,0.0,2.0,4500,12.21,0,0.09,0,4,0,0,0,0,0
22,44000,1,4.0,4.0,4500,14.46,1,0.1,1,2,0,0,0,1,0
22,44000,1,3.0,1.0,4500,5.79,1,0.1,0,3,0,0,0,1,0
21,40000,2,3.0,1.0,2500,6.76,0,0.06,0,4,0,0,1,0,0
24,40000,0,6.0,1.0,1000,6.76,0,0.03,0,3,0,0,0,0,1
23,52800,1,3.0,1.0,4500,6.76,0,0.09,0,4,1,0,0,0,0
24,54100,1,5.0,1.0,4500,7.14,0,0.08,0,4,0,0,0,1,0
26,40000,0,0.0,2.0,10000,11.86,0,0.25,0,4,0,1,0,0,0
22,48300,1,0.0,2.0,4500,9.76,1,0.09,0,2,0,1,0,0,0
22,34000,2,4.0,4.0,7750,15.21,1,0.23,0,2,0,0,0,1,0
26,54396,1,10.0,3.0,4500,10.99,0,0.08,0,3,0,0,1,0,0
23,40000,2,1.0,1.0,4000,7.14,0,0.1,0,3,0,0,0,1,0
24,40000,0,4.0,3.0,2000,14.35,0,0.05,0,2,0,0,0,1,0
24,55000,1,2.0,1.0,4500,7.9,0,0.08,0,2,0,0,0,0,0
23,55000,1,4.0,1.0,4500,8.49,0,0.08,0,3,0,0,0,0,1
22,55000,1,4.0,1.0,4500,6.76,0,0.08,0,4,0,0,0,0,0
24,40000,2,2.0,3.0,15250,13.98,0,0.38,1,2,0,0,0,0,1
24,40000,2,5.0,1.0,8000,10.99,0,0.2,0,4,0,0,0,0,1
26,58947,1,10.0,1.0,4500,6.03,0,0.08,0,2,0,0,1,0,0
23,59000,1,3.0,3.0,4500,12.68,0,0.08,1,3,0,0,1,0,0
25,40000,0,0.0,2.0,8000,10.38,0,0.2,0,4,1,0,0,0,0
23,54000,1,5.0,1.0,4500,8.49,1,0.08,0,2,0,1,0,0,0
23,54000,1,7.0,2.0,4500,10.99,1,0.08,0,2,1,0,0,0,0
23,62000,1,7.0,2.0,4500,12.42,0,0.07,0,2,0,0,0,0,1
22,40000,2,2.0,1.0,8100,7.14,0,0.2,0,3,0,0,0,1,0
25,60000,1,9.0,2.0,4500,10.99,1,0.07,0,2,0,1,0,0,0
23,40000,2,4.0,1.0,4000,6.39,0,0.1,0,3,1,0,0,0,0
24,74000,1,0.0,2.0,4500,12.18,0,0.06,0,4,0,0,0,1,0
25,78996,1,9.0,1.0,4500,8.63,0,0.06,0,2,1,0,0,0,0
25,80000,1,8.0,3.0,4500,13.06,0,0.06,0,2,0,0,0,0,1
25,82560,1,6.0,1.0,4500,7.42,0,0.05,0,3,0,0,0,0,0
25,84000,1,0.0,2.0,4500,12.18,0,0.05,0,2,0,1,0,0,0
24,86854,1,8.0,1.0,4500,10.99,0,0.05,0,4,0,0,0,0,1
24,40000,2,3.0,2.0,10500,11.36,0,0.26,0,4,0,0,0,0,1
24,40000,2,8.0,2.0,10000,9.88,0,0.25,0,2,0,0,0,1,0
21,40000,0,6.0,2.0,5600,10.25,0,0.14,0,3,0,0,0,0,1
25,138000,1,1.0,3.0,4500,13.43,0,0.03,0,3,1,0,0,0,0
23,20664,1,4.0,3.0,4550,13.72,0,0.22,1,3,1,0,0,0,0
21,34000,2,5.0,2.0,10000,10.62,1,0.29,0,2,1,0,0,0,0
22,29976,1,6.0,3.0,4550,12.84,0,0.15,0,3,0,0,0,0,0
23,42000,1,2.0,3.0,4550,15.23,0,0.11,0,4,1,0,0,0,0
26,130000,1,0.0,3.0,4550,13.57,0,0.04,1,2,0,1,0,0,0
21,24000,1,0.0,3.0,4600,13.99,0,0.19,1,2,1,0,0,0,0
23,27864,1,0.0,1.0,4600,6.03,0,0.17,0,3,0,0,1,0,0
26,40000,2,5.0,2.0,6000,10.62,0,0.15,0,4,0,0,1,0,0
21,28416,1,6.0,1.0,4600,10.99,0,0.16,0,2,0,0,0,1,0
24,30000,1,0.0,3.0,4600,10.99,0,0.15,1,2,0,0,1,0,0
22,40000,2,6.0,1.0,4750,10.99,0,0.12,0,2,0,0,0,0,1
23,33000,1,0.0,2.0,4600,11.71,0,0.14,0,3,1,0,0,0,0
23,40000,1,1.0,2.0,4600,10.59,0,0.12,0,3,0,0,0,0,1
25,40000,2,8.0,1.0,10000,7.14,0,0.25,0,4,0,0,0,0,0
23,46500,1,3.0,4.0,4600,10.99,0,0.1,1,4,1,0,0,0,0
21,40000,2,5.0,1.0,9000,7.51,0,0.23,0,4,0,0,1,0,0
25,40000,2,2.0,2.0,4750,10.99,0,0.12,0,3,0,0,0,0,0
26,44000,1,5.0,3.0,4600,13.99,1,0.1,0,4,0,0,0,0,0
21,51996,1,5.0,1.0,4600,8.59,0,0.09,0,2,0,0,0,1,0
21,40000,2,5.0,3.0,8000,10.99,0,0.2,0,3,1,0,0,0,0
23,52000,1,5.0,4.0,4600,14.96,1,0.09,0,2,0,0,0,1,0
26,52800,1,3.0,4.0,4600,15.62,1,0.09,1,4,0,0,0,0,0
24,40000,2,8.0,1.0,4000,7.14,0,0.1,0,4,0,0,0,0,0
23,40000,2,3.0,2.0,12000,9.88,0,0.3,0,2,1,0,0,0,0
25,34000,2,2.0,3.0,5800,13.48,1,0.17,1,3,0,1,0,0,0
22,40000,2,0.0,3.0,4000,12.73,0,0.1,1,2,1,0,0,0,0
24,73000,1,2.0,2.0,4600,9.99,0,0.06,0,2,0,0,1,0,0
24,100000,1,1.0,1.0,4600,8.49,0,0.05,0,2,1,0,0,0,0
22,40000,0,0.0,3.0,6400,14.22,0,0.16,1,2,0,0,0,0,1
24,22392,1,4.0,2.0,4650,9.99,0,0.21,0,4,0,0,1,0,0
24,40000,2,8.0,2.0,15000,9.88,0,0.38,0,2,0,0,0,0,0
24,40000,2,2.0,2.0,10000,11.83,0,0.25,0,3,0,0,0,0,1
21,31970,1,2.0,1.0,4650,9.32,0,0.15,0,2,0,0,0,0,1
22,48000,1,2.0,2.0,4650,10.99,0,0.1,0,4,0,0,1,0,0
24,31776,1,6.0,1.0,4700,8.94,0,0.15,0,3,0,0,0,0,1
25,40000,1,0.0,3.0,4700,12.09,0,0.12,1,3,0,0,1,0,0
24,40000,0,1.0,1.0,9000,8.94,0,0.23,0,3,0,1,0,0,0
23,41000,1,7.0,1.0,4700,7.9,0,0.11,0,2,0,0,0,1,0
26,40000,2,3.0,2.0,1750,11.83,0,0.04,0,4,0,0,0,0,1
24,45000,1,2.0,2.0,4700,10.96,0,0.1,0,2,0,0,0,0,0
26,19800,1,0.0,3.0,4725,11.22,1,0.24,0,3,0,0,1,0,0
26,27600,1,0.0,1.0,4725,6.54,0,0.17,0,2,0,0,1,0,0
24,40000,0,8.0,3.0,7500,13.22,0,0.19,0,3,0,1,0,0,0
24,12000,1,0.0,2.0,4750,10.75,1,0.4,0,4,1,0,0,0,0
21,13806,1,6.0,3.0,4750,12.73,1,0.34,1,3,0,0,0,1,0
22,14000,1,2.0,4.0,4750,14.61,1,0.34,0,4,0,0,0,1,0
26,14040,1,1.0,2.0,4750,10.25,1,0.34,0,2,0,0,0,0,0
23,14400,1,1.0,2.0,4750,11.11,1,0.33,0,2,1,0,0,0,0
21,40000,2,5.0,2.0,9000,11.14,0,0.23,0,3,1,0,0,0,0
26,15000,1,0.0,1.0,4750,8.49,1,0.32,0,3,0,0,0,1,0
25,15600,1,1.0,3.0,4750,13.85,1,0.3,0,4,0,0,0,1,0
22,16000,1,0.0,3.0,4750,13.16,1,0.3,0,3,1,0,0,0,0
23,40000,0,6.0,2.0,12000,11.14,0,0.3,0,3,0,0,0,0,1
22,20400,1,1.0,2.0,4750,11.49,0,0.23,0,2,0,0,0,0,0
25,20400,1,3.0,3.0,4750,12.98,0,0.23,1,4,0,0,0,0,1
24,40000,2,2.0,1.0,3400,7.4,0,0.09,0,3,0,0,0,0,0
22,21000,1,4.0,4.0,4750,10.99,0,0.23,0,2,1,0,0,0,0
25,24000,1,9.0,2.0,4750,10.38,0,0.2,0,4,0,0,1,0,0
24,24000,1,8.0,2.0,4750,10.62,0,0.2,0,3,0,0,0,0,0
21,26400,1,5.0,3.0,4750,12.23,0,0.18,0,3,0,0,0,1,0
24,34000,2,3.0,4.0,10000,15.31,1,0.29,1,2,0,0,0,1,0
24,28800,1,0.0,3.0,4750,10.99,0,0.16,1,4,1,0,0,0,0
22,40000,0,0.0,2.0,6000,11.48,0,0.15,0,4,1,0,0,0,0
24,40000,2,8.0,4.0,3000,15.65,0,0.07,0,2,1,0,0,0,0
23,40000,2,1.0,2.0,4000,11.48,0,0.1,0,3,1,0,0,0,0
22,13440,1,1.0,2.0,4800,12.53,1,0.36,0,4,0,0,1,0,0
21,15000,1,6.0,1.0,4800,8.49,1,0.32,0,3,0,0,0,0,1
24,15000,1,3.0,5.0,4800,16.95,1,0.32,0,3,0,0,0,1,0
21,15996,1,3.0,4.0,4800,15.37,1,0.3,1,3,0,0,1,0,0
22,19800,1,4.0,2.0,4800,10.99,1,0.24,0,2,0,0,0,0,0
26,20000,1,0.0,1.0,4800,7.49,0,0.24,0,2,0,0,0,0,0
24,20000,1,5.0,2.0,4800,11.14,0,0.24,0,4,0,0,1,0,0
24,40000,2,3.0,1.0,5000,8.59,0,0.13,0,3,0,0,0,0,1
22,40000,2,6.0,1.0,7000,9.32,0,0.17,0,3,0,0,0,0,0
23,20400,1,0.0,1.0,4800,10.99,0,0.24,0,2,0,0,0,1,0
26,40000,2,6.0,3.0,10750,12.84,0,0.27,1,4,0,0,0,0,1
23,40000,2,7.0,2.0,3500,12.21,0,0.09,0,3,1,0,0,0,0
22,21000,1,5.0,2.0,4800,10.75,0,0.23,0,3,0,0,1,0,0
26,21000,1,0.0,1.0,4800,7.75,0,0.23,0,4,0,0,0,0,1
22,21600,1,0.0,3.0,4800,13.49,0,0.22,0,3,0,0,1,0,0
21,22000,1,1.0,1.0,4800,7.88,0,0.22,0,2,0,0,1,0,0
26,40000,2,3.0,1.0,3250,8.0,0,0.08,0,4,0,0,0,0,1
21,34000,3,3.0,5.0,9600,15.68,1,0.28,1,2,0,0,0,0,1
23,23136,1,4.0,1.0,4800,6.17,0,0.21,0,2,1,0,0,0,0
22,23448,1,4.0,2.0,4800,11.86,0,0.2,0,3,0,0,0,0,0
22,40000,2,6.0,3.0,10000,10.99,0,0.25,1,3,0,0,0,1,0
22,24000,1,6.0,1.0,4800,7.49,0,0.2,0,2,1,0,0,0,0
26,24000,1,0.0,1.0,4800,10.99,0,0.2,0,3,1,0,0,0,0
22,24500,1,3.0,2.0,4800,10.65,0,0.2,0,2,0,0,1,0,0
25,26000,1,1.0,2.0,4800,10.65,0,0.18,0,4,0,0,0,1,0
22,26004,1,5.0,2.0,4800,10.99,0,0.18,0,4,0,0,1,0,0
24,26085,1,2.0,3.0,4800,13.35,0,0.18,1,3,1,0,0,0,0
23,26400,1,4.0,1.0,4800,10.99,0,0.18,0,4,0,0,0,1,0
21,27000,1,4.0,3.0,4800,13.49,0,0.18,0,4,0,0,0,0,0
21,27000,1,1.0,1.0,4800,7.51,0,0.18,0,2,1,0,0,0,0
22,40000,2,1.0,5.0,8000,16.0,0,0.2,1,3,0,0,0,1,0
21,27700,1,5.0,1.0,4800,6.62,0,0.17,0,4,0,0,0,1,0
26,27880,1,1.0,2.0,4800,9.25,0,0.17,0,4,0,0,1,0,0
22,29000,1,6.0,3.0,4800,12.99,0,0.17,1,4,0,0,1,0,0
25,34000,2,8.0,2.0,3000,10.51,1,0.09,0,3,0,1,0,0,0
22,29534,1,1.0,2.0,4800,11.99,0,0.16,0,4,1,0,0,0,0
23,40000,2,1.0,2.0,1200,10.83,0,0.03,0,2,0,0,0,0,1
24,30000,1,5.0,1.0,4800,6.99,0,0.16,0,4,1,0,0,0,0
23,30000,1,6.0,1.0,4800,7.49,0,0.16,0,3,1,0,0,0,0
24,30000,1,8.0,2.0,4800,11.49,0,0.16,0,2,0,0,0,0,1
24,30000,1,0.0,3.0,4800,13.35,0,0.16,0,3,1,0,0,0,0
23,30000,1,0.0,2.0,4800,10.99,0,0.16,0,4,1,0,0,0,0
26,40000,2,10.0,2.0,5200,10.08,0,0.13,0,3,0,0,0,0,1
25,30000,1,5.0,3.0,4800,11.22,0,0.16,1,3,0,0,0,0,0
24,40000,0,4.0,1.0,1000,7.37,0,0.03,0,2,0,0,1,0,0
22,40000,2,5.0,1.0,5000,7.68,0,0.13,0,4,0,0,1,0,0
22,31200,1,4.0,2.0,4800,10.37,0,0.15,0,4,0,0,0,0,1
24,32000,1,6.0,2.0,4800,10.59,0,0.15,0,2,0,0,1,0,0
22,32000,1,3.0,4.0,4800,16.49,1,0.15,1,2,0,0,0,0,0
22,32000,1,0.0,2.0,4800,11.11,0,0.15,0,4,0,0,0,0,0
25,32000,1,0.0,1.0,4800,7.14,0,0.15,0,3,1,0,0,0,0
22,40000,2,5.0,2.0,8000,9.76,0,0.2,0,4,0,0,0,0,0
22,32000,1,1.0,3.0,4800,13.61,0,0.15,0,4,1,0,0,0,0
23,32640,1,5.0,2.0,4800,11.99,0,0.15,0,2,0,0,0,0,1
26,33000,1,6.0,2.0,4800,12.69,0,0.15,0,4,1,0,0,0,0
22,33000,1,3.0,1.0,4800,7.49,0,0.15,0,4,0,0,1,0,0
22,40000,2,1.0,2.0,13025,10.14,0,0.33,0,3,1,0,0,0,0
26,40000,0,0.0,2.0,15000,9.64,0,0.38,0,4,0,0,1,0,0
24,33000,1,4.0,4.0,4800,14.91,1,0.15,1,4,0,0,1,0,0
24,40000,0,6.0,4.0,5000,11.86,0,0.13,0,4,0,0,1,0,0
23,34000,2,0.0,4.0,2525,13.12,1,0.07,0,3,0,0,0,0,0
23,33000,1,5.0,4.0,4800,14.54,1,0.15,1,3,0,0,0,0,0
25,34000,2,2.0,3.0,15450,11.22,1,0.45,0,4,0,0,0,0,1
24,33600,1,0.0,2.0,4800,11.86,0,0.14,0,2,0,0,1,0,0
26,35000,1,0.0,1.0,4800,8.9,0,0.14,0,2,0,0,0,0,0
22,40058,2,5.0,2.0,6000,9.91,0,0.15,0,2,0,0,0,0,1
22,35000,1,3.0,1.0,4800,5.42,0,0.14,0,3,1,0,0,0,0
25,35000,1,9.0,2.0,4800,11.14,0,0.14,0,2,0,0,0,0,1
25,35000,1,1.0,3.0,4800,10.28,0,0.14,0,2,0,0,1,0,0
23,40104,3,7.0,3.0,10000,12.72,0,0.25,1,2,1,0,0,0,0
24,40113,2,6.0,1.0,5000,7.14,0,0.12,0,2,0,1,0,0,0
22,30000,1,4.0,3.0,4800,10.99,1,0.16,0,3,0,0,0,1,0
23,36000,1,0.0,2.0,4800,11.11,0,0.13,0,3,0,0,0,1,0
21,40200,2,5.0,1.0,7200,7.88,0,0.18,0,2,0,0,1,0,0
25,30000,1,0.0,5.0,4800,15.95,1,0.16,1,2,0,1,0,0,0
26,40224,2,0.0,1.0,7000,7.4,0,0.17,0,2,0,0,0,1,0
22,40269,2,6.0,3.0,6625,15.23,0,0.16,1,3,0,0,0,0,0
26,40272,2,3.0,2.0,10000,11.86,0,0.25,0,3,1,0,0,0,0
23,40308,2,1.0,1.0,5000,7.68,0,0.12,0,4,1,0,0,0,0
25,38000,1,9.0,2.0,4800,11.71,0,0.13,0,4,0,0,1,0,0
22,32400,1,7.0,3.0,4800,13.98,1,0.15,1,2,0,0,0,1,0
22,38790,1,0.0,3.0,4800,13.8,0,0.12,1,3,1,0,0,0,0
26,39996,1,5.0,3.0,4800,12.99,0,0.12,0,4,1,0,0,0,0
22,40499,2,7.0,2.0,11500,11.83,0,0.28,0,4,0,0,1,0,0
24,40800,1,5.0,3.0,4800,13.85,0,0.12,1,3,0,0,1,0,0
22,41300,1,6.0,2.0,4800,11.89,0,0.12,0,3,1,0,0,0,0
25,40500,2,5.0,2.0,6500,9.63,0,0.16,0,4,0,1,0,0,0
22,41504,1,6.0,3.0,4800,12.99,0,0.12,0,4,1,0,0,0,0
22,42000,1,4.0,3.0,4800,14.35,0,0.11,0,4,0,0,0,0,0
25,42000,1,2.0,3.0,4800,13.22,0,0.11,0,4,0,0,0,0,0
22,42996,1,3.0,3.0,4800,11.03,0,0.11,0,4,0,0,0,1,0
22,40542,2,6.0,1.0,6250,10.99,0,0.15,0,2,0,0,0,0,1
26,44600,1,0.0,3.0,4800,14.65,0,0.11,0,2,1,0,0,0,0
25,45000,1,9.0,1.0,4800,7.51,0,0.11,0,3,1,0,0,0,0
26,45000,1,1.0,1.0,4800,5.42,0,0.11,0,2,0,0,1,0,0
23,39000,1,0.0,5.0,4800,17.99,1,0.12,0,4,0,0,0,1,0
26,40610,2,7.0,1.0,3500,7.14,0,0.09,0,4,0,1,0,0,0
26,40720,2,4.0,3.0,10000,13.48,0,0.25,1,3,0,0,0,1,0
26,45000,1,2.0,3.0,4800,13.06,0,0.11,1,4,0,0,0,1,0
22,40800,2,7.0,3.0,17050,10.99,0,0.42,1,2,1,0,0,0,0
21,45000,1,3.0,1.0,4800,7.51,0,0.11,0,4,0,0,0,0,1
23,45000,1,4.0,3.0,4800,13.98,0,0.11,1,2,0,0,0,1,0
23,45000,1,2.0,3.0,4800,13.22,0,0.11,1,4,1,0,0,0,0
25,45000,1,2.0,2.0,4800,9.45,0,0.11,0,4,0,0,0,1,0
26,45243,1,3.0,2.0,4800,9.25,0,0.11,0,2,0,0,0,0,1
24,45840,1,2.0,1.0,4800,7.49,0,0.1,0,2,0,0,0,0,0
24,46000,1,0.0,1.0,4800,8.9,0,0.1,0,2,0,0,0,1,0
24,40800,2,0.0,2.0,8000,11.99,0,0.2,0,4,0,0,1,0,0
22,40800,2,6.0,1.0,7975,5.79,0,0.2,0,3,0,0,0,1,0
25,40800,2,9.0,2.0,9700,9.63,0,0.24,0,4,0,0,1,0,0
21,47664,1,5.0,1.0,4800,7.9,0,0.1,0,2,0,0,0,0,0
23,40800,2,4.0,2.0,10400,10.0,0,0.25,0,2,0,0,1,0,0
23,48000,1,6.0,1.0,4800,7.9,0,0.1,0,3,0,0,0,0,1
24,40800,2,8.0,1.0,1200,10.99,0,0.03,0,3,1,0,0,0,0
26,42000,1,2.0,3.0,4800,14.27,1,0.11,0,2,0,0,0,0,1
23,40800,0,4.0,1.0,21000,6.17,0,0.51,0,3,0,0,1,0,0
24,42000,1,2.0,3.0,4800,15.23,1,0.11,1,2,1,0,0,0,0
22,40800,0,6.0,3.0,10000,12.61,0,0.25,1,2,0,0,0,0,1
23,48000,1,3.0,1.0,4800,5.42,0,0.1,0,3,0,0,1,0,0
25,40800,2,4.0,1.0,8000,5.79,0,0.2,0,2,0,1,0,0,0
22,48000,1,0.0,3.0,4800,12.98,0,0.1,1,2,0,0,0,0,0
24,40800,0,0.0,3.0,14400,14.35,0,0.35,0,2,0,0,0,0,1
25,48000,1,9.0,2.0,4800,10.99,0,0.1,0,3,0,0,1,0,0
26,40800,2,3.0,1.0,7500,7.88,0,0.18,0,2,0,0,0,1,0
24,48000,1,0.0,2.0,4800,9.88,0,0.1,0,3,0,0,0,1,0
23,48600,1,2.0,2.0,4800,10.36,0,0.1,0,3,0,0,0,0,0
23,48756,1,5.0,2.0,4800,11.36,0,0.1,0,4,0,0,1,0,0
23,40800,2,3.0,1.0,10000,7.14,0,0.25,0,2,0,0,1,0,0
23,40800,2,1.0,2.0,16000,10.99,0,0.39,0,4,1,0,0,0,0
25,50000,1,8.0,3.0,4800,15.96,0,0.1,0,2,1,0,0,0,0
24,40800,2,1.0,4.0,6000,12.92,0,0.15,0,3,1,0,0,0,0
25,50000,1,5.0,2.0,4800,10.99,0,0.1,0,4,0,0,0,0,1
22,40872,2,6.0,2.0,13750,10.83,0,0.34,0,4,1,0,0,0,0
23,40900,0,5.0,2.0,12200,11.36,0,0.3,0,4,0,0,1,0,0
22,34900,2,4.0,4.0,3600,15.7,1,0.1,0,4,0,0,0,0,0
23,34900,2,2.0,6.0,4000,10.99,1,0.11,1,4,0,0,1,0,0
23,50000,1,7.0,2.0,4800,10.37,0,0.1,0,3,1,0,0,0,0
22,50000,1,7.0,3.0,4800,12.68,0,0.1,0,3,0,0,1,0,0
26,50000,1,0.0,2.0,4800,10.99,0,0.1,0,3,0,0,0,0,1
24,50000,1,2.0,3.0,4800,13.22,0,0.1,0,4,0,0,0,0,1
26,52000,1,2.0,2.0,4800,9.99,0,0.09,0,2,1,0,0,0,0
23,52000,1,3.0,2.0,4800,9.88,0,0.09,0,2,1,0,0,0,0
24,55000,1,8.0,1.0,4800,6.92,0,0.09,0,3,0,0,0,1,0
21,55000,1,3.0,2.0,4800,11.12,0,0.09,0,4,1,0,0,0,0
25,49000,1,3.0,4.0,4800,14.96,1,0.1,1,2,0,0,1,0,0
